Date,Open,High,Low,Close,Adj Close,Volume,RSI,%K,%R,MA20,MA50,MA100,Returns,Close_lag_1,Close_lag_2,Close_lag_3,Close_lag_4,Close_lag_5,EMA_short,EMA_long,MACD,MACD_Signal,BB_Middle,BB_Std_Dev,BB_Upper,BB_Lower,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span
1999-01-22,0.04374999925494194,0.04882799834012985,0.038802001625299454,0.041016001254320145,0.037617772817611694,2714688000,,,,,,,,,,,,,0.041016001254320145,0.041016001254320145,0.0,0.0,,,,,,,,,0.045572999864816666
1999-01-25,0.04427099972963333,0.04583299905061722,0.041016001254320145,0.04531300067901611,0.04155873879790306,510480000,,,,,,,0.10476397730857223,0.041016001254320145,,,,,0.04167707808888876,0.04133429750800133,0.0003427805808874293,6.855611617748586e-05,,,,,,,,,0.042447999119758606
1999-01-26,0.04583299905061722,0.046744998544454575,0.04114599898457527,0.04179700091481209,0.03833403438329697,343200000,,,,,,,-0.07759362018662874,0.04531300067901611,0.041016001254320145,,,,0.04169552775441542,0.04136857183443175,0.0003269559199836694,0.00012023607693872258,,,,,,,,,0.04153599962592125
1999-01-27,0.041926998645067215,0.04296899959445,0.0395830012857914,0.04166699945926666,0.03821482136845589,244368000,,,,,,,-0.0031103058281714002,0.04179700091481209,0.04531300067901611,0.041016001254320145,,,0.041691138785930996,0.04139067758441952,0.00030046120151147604,0.0001562811018532733,,,,,,,,,0.043880000710487366
1999-01-28,0.04166699945926666,0.041926998645067215,0.0412760004401207,0.04153599962592125,0.03809468448162079,227520000,,,,,,,-0.0031439708893240548,0.04166699945926666,0.04179700091481209,0.04531300067901611,0.041016001254320145,,0.041667271222852575,0.04140144218008632,0.00026582904276625796,0.00017819069003587024,,,,,,,,,0.044530998915433884
1999-01-29,0.04153599962592125,0.04166699945926666,0.0395830012857914,0.0395830012857914,0.03630347549915314,244032000,,,,,,,-0.047019413465880566,0.04153599962592125,0.04166699945926666,0.04179700091481209,0.04531300067901611,0.041016001254320145,0.041346614309458546,0.04126674285458299,7.987145487555608e-05,0.00015852684300380742,,,,,,,,,0.04596399888396263
1999-02-01,0.0395830012857914,0.04062499850988388,0.0395830012857914,0.04036499932408333,0.03702068701386452,154704000,,,,,,,0.01975590563853058,0.0395830012857914,0.04153599962592125,0.04166699945926666,0.04179700091481209,0.04531300067901611,0.04119559661940082,0.04119994703750894,-4.3504181081177595e-06,0.0001259513907814224,,,,,,,,,0.0451820008456707
1999-02-02,0.0395830012857914,0.04062499850988388,0.03606799989938736,0.03723999857902527,0.03415461629629135,264096000,,,,,,,-0.07741857543383046,0.04036499932408333,0.0395830012857914,0.04153599962592125,0.04166699945926666,0.04179700091481209,0.04058704307472766,0.04090661752206571,-0.00031957444733805157,3.6846223157527606e-05,,,,,,,,,0.04322899878025055
1999-02-03,0.036719001829624176,0.0385419987142086,0.03645800054073334,0.03802099823951721,0.03487088903784752,75120000,,,,,,,0.020972064723220107,0.03723999857902527,0.04036499932408333,0.0395830012857914,0.04153599962592125,0.04166699945926666,0.04019226694623374,0.040692867945580635,-0.0005006009993468938,-7.064322134335667e-05,,,,,0.042447999119758606,,,,0.042447999119758606
1999-02-04,0.0385419987142086,0.04114599898457527,0.03802099823951721,0.04010400176048279,0.03678131848573685,181920000,,,,,,,0.054785608411527686,0.03802099823951721,0.03723999857902527,0.04036499932408333,0.0395830012857914,0.04153599962592125,0.04017868768688744,0.04064924822816598,-0.0004705605412785377,-0.0001506266853303929,,,,,0.04140649922192097,,,,0.04427099972963333
1999-02-05,0.040754999965429306,0.04166699945926666,0.03971400111913681,0.0412760004401207,0.03785622492432594,136848000,,,,,,,0.029223983348034777,0.04010400176048279,0.03802099823951721,0.03723999857902527,0.04036499932408333,0.0395830012857914,0.04034750503353871,0.040695674317940404,-0.00034816928440169204,-0.00019013520514465272,,,,,0.04140649922192097,,,,0.04283899813890457
1999-02-08,0.04153599962592125,0.04166699945926666,0.03984399884939194,0.03984399884939194,0.0365428663790226,154080000,,,,,,,-0.034693322401868176,0.0412760004401207,0.04010400176048279,0.03802099823951721,0.03723999857902527,0.04036499932408333,0.040270042543669976,0.040632587246196075,-0.00036254470252609916,-0.00022461710462094202,,,,,0.03951849974691868,,,,0.04309900104999542
1999-02-09,0.04062499850988388,0.04088500142097473,0.03776000067591667,0.03828100115060806,0.03510935977101326,86976000,,,,,,,-0.039227932534882326,0.03984399884939194,0.0412760004401207,0.04010400176048279,0.03802099823951721,0.03723999857902527,0.039964036175506604,0.040458395683559925,-0.0004943595080533214,-0.0002785655853074179,,,,,0.03899749927222729,,,,0.04362000152468681
