Date,Open,High,Low,Close,Adj Close,Volume,RSI,%K,%R
1981-01-26,0.1445309966802597,0.1445309966802597,0.1439729928970337,0.1439729928970337,0.11098849028348923,24640000,50.0,69.56512147688021,-30.434878523119796
1981-01-27,0.1439729928970337,0.1439729928970337,0.14285700023174286,0.14285700023174286,0.1101282387971878,23699200,56.000007121226425,60.869524832370615,-39.130475167629385
1981-01-28,0.13895100355148315,0.13895100355148315,0.13839299976825714,0.13839299976825714,0.10668689012527466,28156800,53.84614594538705,19.047612992159028,-80.95238700784097
1981-01-29,0.13392899930477142,0.13392899930477142,0.1333709955215454,0.1333709955215454,0.10281539708375931,43904000,39.18919113985261,0.0,-100.0
1981-01-30,0.12723200023174286,0.12723200023174286,0.12611599266529083,0.12611599266529083,0.09722257405519485,46188800,34.11692337078807,0.0,-100.0
1981-02-02,0.11941999942064285,0.11941999942064285,0.11886200308799744,0.11886200308799744,0.0916304886341095,23766400,32.583619676743,0.0,-100.0
1981-02-03,0.12332600355148315,0.12388399988412857,0.12332600355148315,0.12332600355148315,0.09507179260253906,19152000,37.499301103908124,15.384086051544244,-84.61591394845576
1981-02-04,0.12779000401496887,0.1283479928970337,0.12779000401496887,0.12779000401496887,0.09851308166980743,27865600,39.393223360968044,30.76817210308849,-69.23182789691151
1981-02-05,0.12779000401496887,0.1289059966802597,0.12779000401496887,0.12779000401496887,0.09851308166980743,7929600,40.205445378965585,30.76817210308849,-69.23182789691151
1981-02-06,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.09894318878650665,13865600,30.119820626186794,32.691144344625215,-67.30885565537477
1981-02-09,0.12276799976825714,0.12276799976825714,0.12165199965238571,0.12165199965238571,0.09378128498792648,16755200,28.735033644803877,9.615040943913053,-90.38495905608694
1981-02-10,0.12165199965238571,0.12221000343561172,0.12165199965238571,0.12165199965238571,0.09378128498792648,18345600,24.38969504821135,9.615040943913053,-90.38495905608694
1981-02-11,0.11830399930477142,0.11830399930477142,0.11774600297212601,0.11774600297212601,0.09077014774084091,13843200,19.767019599995095,0.0,-100.0
1981-02-12,0.1171879991889,0.1171879991889,0.11662899702787399,0.11662899702787399,0.08990906924009323,14560000,19.539413680081907,0.0,-100.0
1981-02-13,0.11495500057935715,0.11495500057935715,0.11383900046348572,0.11383900046348572,0.08775822818279266,11155200,19.31738526439213,0.0,-100.0
1981-02-17,0.11662899702787399,0.1171879991889,0.11662899702787399,0.11662899702787399,0.08990906924009323,12275200,24.174856611469053,11.11021113931682,-88.88978886068318
1981-02-18,0.12165199965238571,0.12276799976825714,0.12165199965238571,0.12165199965238571,0.09378128498792648,19241600,33.69562393759267,38.889993228093104,-61.110006771906896
1981-02-19,0.11495500057935715,0.11495500057935715,0.11439699679613113,0.11439699679613113,0.08818840980529785,22310400,32.29111572256491,3.703434477697702,-96.2965655223023
1981-02-20,0.10881700366735458,0.10881700366735458,0.10825899988412857,0.10825899988412857,0.08345665037631989,24371200,32.97874108340919,0.0,-100.0
1981-02-23,0.10993299633264542,0.11049100011587143,0.10993299633264542,0.10993299633264542,0.08474713563919067,14112000,40.47572158609466,8.107699463732768,-91.89230053626723
1981-02-24,0.10714299976825714,0.10714299976825714,0.10602699965238571,0.10602699965238571,0.08173596113920212,16979200,31.32541652061856,0.0,-100.0
1981-02-25,0.11272300034761429,0.1132809966802597,0.11272300034761429,0.11272300034761429,0.08689792454242706,19488000,34.48267553777677,29.267020259107902,-70.7329797408921
1981-02-26,0.11439699679613113,0.11495500057935715,0.11439699679613113,0.11439699679613113,0.08818840980529785,10841600,36.66645254808286,36.58375904130792,-63.416240958692086
1981-02-27,0.11830399930477142,0.11941999942064285,0.11830399930477142,0.11830399930477142,0.0912003219127655,14761600,40.62570320333894,73.33492364501217,-26.665076354987832
1981-03-02,0.11886200308799744,0.11941999942064285,0.11886200308799744,0.11886200308799744,0.0916304886341095,11760000,47.0590748455623,76.66808044188116,-23.331919558118848
1981-03-03,0.11774600297212601,0.11774600297212601,0.1171879991889,0.1171879991889,0.09033999592065811,16172800,45.45491509542169,66.66865455626521,-33.33134544373479
1981-03-04,0.11662899702787399,0.11662899702787399,0.11607100069522858,0.11607100069522858,0.08947893232107162,13708800,48.19188425742955,59.99642179872262,-40.003578201277385
1981-03-05,0.11607100069522858,0.11607100069522858,0.11551299691200256,0.11551299691200256,0.08904875814914703,5376000,48.78059423267076,56.66326500185364,-43.33673499814636
1981-03-06,0.11551299691200256,0.11551299691200256,0.11439699679613113,0.11439699679613113,0.08818840980529785,11603200,50.6328497818957,49.99699591310667,-50.00300408689332
1981-03-09,0.10602699965238571,0.10602699965238571,0.1054690033197403,0.1054690033197403,0.08130581676959991,15321600,38.8897797951654,0.0,-100.0
1981-03-10,0.10100399702787399,0.10100399702787399,0.10044600069522858,0.10044600069522858,0.07743363082408905,28380800,28.888579667764986,0.0,-100.0
1981-03-11,0.0976559966802597,0.0976559966802597,0.09653999656438828,0.09653999656438828,0.0744224488735199,29859200,30.952533086140946,0.0,-100.0
1981-03-12,0.10044600069522858,0.10100399702787399,0.10044600069522858,0.10044600069522858,0.07743363082408905,59248000,41.24947032510481,17.071694244883098,-82.92830575511691
1981-03-13,0.09988799691200256,0.09988799691200256,0.09933000057935715,0.09933000057935715,0.07657330483198166,231302400,37.974375484832656,12.194071969733974,-87.80592803026602
1981-03-16,0.10323700308799744,0.10435300320386887,0.10323700308799744,0.10323700308799744,0.07958517223596573,37228800,46.83573525994465,29.270129753407957,-70.72987024659204
1981-03-17,0.10825899988412857,0.109375,0.10825899988412857,0.10825899988412857,0.08345665037631989,43747200,44.73733953289659,51.21941370971786,-48.78058629028214
1981-03-18,0.11495500057935715,0.11607100069522858,0.11495500057935715,0.11495500057935715,0.08861859142780304,36937600,50.58818946590002,80.48514736061261,-19.514852639387385
1981-03-19,0.11439699679613113,0.11439699679613113,0.11383900046348572,0.11383900046348572,0.08775822818279266,37811200,44.9992189434909,75.6075250854635,-24.39247491453651
1981-03-20,0.11495500057935715,0.11607100069522858,0.11495500057935715,0.11495500057935715,0.08861859142780304,14604800,45.67819123729124,86.83862326972387,-13.161376730276134
1981-03-23,0.11941999942064285,0.12053599953651428,0.11941999942064285,0.11941999942064285,0.0920606404542923,22019200,52.32538751801245,95.3492249639751,-4.650775036024901
1981-03-24,0.11941999942064285,0.11941999942064285,0.11886200308799744,0.11886200308799744,0.0916304886341095,28156800,52.942046855733665,93.02385297059107,-6.976147029408924
1981-03-25,0.11774600297212601,0.11774600297212601,0.11662899702787399,0.11662899702787399,0.08990906924009323,7056000,51.13627105375149,83.71811124886631,-16.281888751133685
1981-03-26,0.11495500057935715,0.11495500057935715,0.11439699679613113,0.11439699679613113,0.08818840980529785,12275200,50.0,74.41656117681651,-25.583438823183485
1981-03-27,0.11104899644851685,0.11104899644851685,0.11049100011587143,0.11049100011587143,0.08517727255821228,12252800,55.55505923854825,58.13886407535779,-41.86113592464221
1981-03-30,0.11049100011587143,0.11160700023174286,0.11049100011587143,0.11049100011587143,0.08517727255821228,9900800,62.50030828512805,58.13886407535779,-41.86113592464221
1981-03-31,0.11049100011587143,0.11049100011587143,0.109375,0.109375,0.08431699126958847,15993600,67.16414252171117,47.368668841948676,-52.63133115805132
1981-04-01,0.10881700366735458,0.10881700366735458,0.10825899988412857,0.10825899988412857,0.08345665037631989,34070400,61.29078799491537,42.10600652584603,-57.89399347415397
1981-04-02,0.11774600297212601,0.11830399930477142,0.11774600297212601,0.11774600297212601,0.09077014774084091,31404800,71.42890582411013,83.87191665891417,-16.128083341085834
1981-04-03,0.11830399930477142,0.11886200308799744,0.11830399930477142,0.11830399930477142,0.0912003219127655,16486400,69.01390414153114,81.81966038168676,-18.180339618313248
1981-04-06,0.11662899702787399,0.11662899702787399,0.11607100069522858,0.11607100069522858,0.08947893232107162,22803200,60.60491064339547,63.63118866409636,-36.368811335903644
1981-04-07,0.11551299691200256,0.11551299691200256,0.11495500057935715,0.11495500057935715,0.08861859142780304,10684800,50.0,54.541018854939736,-45.45898114506027
1981-04-08,0.12053599953651428,0.12165199965238571,0.12053599953651428,0.12053599953651428,0.09292098134756088,21952000,59.375087351429556,91.66728787290455,-8.332712127095458
1981-04-09,0.12276799976825714,0.12332600355148315,0.12276799976825714,0.12276799976825714,0.09464161098003387,12499200,60.605978468096694,96.29651790398756,-3.7034820960124297
1981-04-10,0.12444200366735458,0.125,0.12444200366735458,0.12444200366735458,0.09593208879232407,33465600,57.376188433456484,96.66688770812203,-3.3331122918779723
1981-04-13,0.12444200366735458,0.125,0.12444200366735458,0.12444200366735458,0.09593208879232407,16060800,58.33233759376362,96.66688770812203,-3.3331122918779723
1981-04-14,0.12444200366735458,0.125,0.12444200366735458,0.12444200366735458,0.09593208879232407,6652800,62.50041125891001,96.66688770812203,-3.3331122918779723
1981-04-15,0.11886200308799744,0.11886200308799744,0.11830399930477142,0.11830399930477142,0.0912003219127655,34048000,55.5565068547583,60.00238546751826,-39.99761453248175
1981-04-16,0.11216499656438828,0.11216499656438828,0.11160700023174286,0.11160700023174286,0.08603762835264206,23878400,51.470433187160765,19.998807266240874,-80.00119273375913
1981-04-20,0.11495500057935715,0.11551299691200256,0.11495500057935715,0.11495500057935715,0.08861859142780304,35347200,55.40488170292366,39.99761453248175,-60.00238546751826
1981-04-21,0.12276799976825714,0.12332600355148315,0.12276799976825714,0.12276799976825714,0.09464161098003387,28537600,63.95307499233099,86.66746182250608,-13.332538177493916
1981-04-22,0.12723200023174286,0.12779000401496887,0.12723200023174286,0.12723200023174286,0.09808290749788284,18995200,68.47743384619046,96.5519146463749,-3.4480853536251077
1981-04-23,0.13057999312877655,0.13113799691200256,0.13057999312877655,0.13057999312877655,0.10066387057304382,58016000,64.19626534698313,97.14298357446347,-2.8570164255365254
1981-04-24,0.13057999312877655,0.13057999312877655,0.12946400046348572,0.12946400046348572,0.09980353713035583,35056000,62.19405965871254,91.42902701832529,-8.57097298167472
1981-04-27,0.1289059966802597,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.09894318878650665,38528000,63.750187336800025,85.71499416725223,-14.28500583274777
1981-04-28,0.12667399644851685,0.12667399644851685,0.12611599266529083,0.12611599266529083,0.09722257405519485,32188800,62.19540649292562,74.28700476004099,-25.712995239959014
1981-04-29,0.125,0.125,0.12444200366735458,0.12444200366735458,0.09593208879232407,13641600,54.66644971702491,65.7160699258337,-34.28393007416631
1981-04-30,0.12667399644851685,0.12779000401496887,0.12667399644851685,0.12667399644851685,0.09765277802944183,12611200,54.66644164664808,77.14402118557751,-22.85597881442249
1981-05-01,0.12667399644851685,0.12779000401496887,0.12667399644851685,0.12667399644851685,0.09765277802944183,16553600,52.77763200179802,77.14402118557751,-22.85597881442249
1981-05-04,0.12667399644851685,0.12667399644851685,0.12611599266529083,0.12611599266529083,0.09722257405519485,14448000,52.054681022794554,74.28700476004099,-25.712995239959014
1981-05-05,0.12611599266529083,0.12611599266529083,0.125558003783226,0.125558003783226,0.09679239988327026,17539200,51.351286982512754,71.43006462943931,-28.569935370560685
1981-05-06,0.12276799976825714,0.12276799976825714,0.12221000343561172,0.12221000343561172,0.09421143680810928,18950400,55.07220997249374,54.28808051862245,-45.71191948137755
1981-05-07,0.12388399988412857,0.12444200366735458,0.12388399988412857,0.12388399988412857,0.09550192207098007,9363200,68.33429800885187,55.175192042522134,-44.82480795747786
1981-05-08,0.125,0.125558003783226,0.125,0.125,0.09636226296424866,7907200,66.07253171966292,31.24998435276789,-68.7500156472321
1981-05-11,0.12276799976825714,0.12276799976825714,0.12221000343561172,0.12221000343561172,0.09421143680810928,11939200,48.936175652821646,0.0,-100.0
1981-05-12,0.12221000343561172,0.12388399988412857,0.12221000343561172,0.12221000343561172,0.09421143680810928,4256000,38.46152529357128,0.0,-100.0
1981-05-13,0.12221000343561172,0.12332600355148315,0.12165199965238571,0.12165199965238571,0.09378128498792648,4905600,26.47057090962643,0.0,-100.0
1981-05-14,0.1210940033197403,0.1210940033197403,0.11997800320386887,0.11997800320386887,0.09249081462621689,4928000,25.714262824608994,0.0,-100.0
1981-05-15,0.12276799976825714,0.12444200366735458,0.12276799976825714,0.12276799976825714,0.09464161098003387,4905600,36.84209971510372,35.714238027522896,-64.2857619724771
1981-05-18,0.125,0.12611599266529083,0.125,0.125,0.09636226296424866,4166400,47.36843399809132,64.28566659895147,-35.714333401048535
1981-05-19,0.12332600355148315,0.12332600355148315,0.12276799976825714,0.12276799976825714,0.09464161098003387,25424000,46.15383298588798,35.714238027522896,-64.2857619724771
1981-05-20,0.12667399644851685,0.12779000401496887,0.12667399644851685,0.12667399644851685,0.09765277802944183,13283200,50.0,85.71419034076007,-14.28580965923993
1981-05-21,0.13392899930477142,0.13448700308799744,0.13392899930477142,0.13392899930477142,0.10324561595916748,32211200,61.819437114404145,96.15408513555496,-3.8459148644450316
1981-05-22,0.140066996216774,0.141183003783226,0.140066996216774,0.140066996216774,0.10797735303640366,31427200,69.23163513144877,94.73705477028636,-5.2629452297136385
1981-05-26,0.140066996216774,0.140066996216774,0.13950900733470917,0.13950900733470917,0.10754721611738205,85344000,69.23163513144877,92.10565242735025,-7.894347572649747
1981-05-27,0.14732100069522858,0.1478790044784546,0.14732100069522858,0.14732100069522858,0.11356945335865021,149497600,80.82240864183869,98.00005821391692,-1.999941786083082
1981-05-28,0.14732100069522858,0.1478790044784546,0.14732100069522858,0.14732100069522858,0.11356945335865021,73987200,80.00053407850001,98.00005821391692,-1.999941786083082
1981-05-29,0.1478790044784546,0.1484380066394806,0.1478790044784546,0.1478790044784546,0.1139996126294136,59382400,79.7106960007214,98.0358324190273,-1.964167580972696
1981-06-01,0.1478790044784546,0.1484380066394806,0.1478790044784546,0.1478790044784546,0.1139996126294136,51251200,85.937915617897,98.0358324190273,-1.964167580972696
1981-06-02,0.141183003783226,0.141183003783226,0.140625,0.140625,0.10840752720832825,40432000,71.42924026661669,72.54741498131987,-27.452585018680114
1981-06-03,0.140625,0.14174099266529083,0.140625,0.140625,0.10840752720832825,39446400,72.36908333519266,72.54741498131987,-27.452585018680114
1981-06-04,0.14341500401496887,0.1439729928970337,0.14341500401496887,0.14341500401496887,0.11055831611156464,56067200,76.92361547975162,80.4324063888639,-19.567593611136104
1981-06-05,0.14174099266529083,0.14174099266529083,0.141183003783226,0.141183003783226,0.10883767902851105,57680000,71.42924522085573,71.73743313490279,-28.262566865097217
1981-06-08,0.1367190033197403,0.1367190033197403,0.13616099953651428,0.13616099953651428,0.10496626794338226,93497600,62.19594880646107,52.17372880126082,-47.82627119873918
1981-06-09,0.13895100355148315,0.13950900733470917,0.13895100355148315,0.13895100355148315,0.10711709409952164,119593600,67.47058617240432,56.40967356311766,-43.59032643688234
1981-06-10,0.140625,0.14229899644851685,0.140625,0.140625,0.10840752720832825,25222400,65.82356440730675,46.1506465656687,-53.84935343433129
1981-06-11,0.14676299691200256,0.14732100069522858,0.14676299691200256,0.14676299691200256,0.11313929408788681,38976000,64.93506448465855,86.35653043588025,-13.643469564119743
1981-06-12,0.14564700424671173,0.14564700424671173,0.14508900046348572,0.14508900046348572,0.1118488684296608,25804800,56.52174586127156,72.72131434064494,-27.278685659355062
1981-06-15,0.14508900046348572,0.14508900046348572,0.1445309966802597,0.1445309966802597,0.11141867190599442,143763200,56.521723986057886,68.17620185071902,-31.82379814928098
1981-06-16,0.14229899644851685,0.14229899644851685,0.14174099266529083,0.14174099266529083,0.10926786065101624,37251200,41.66665924872909,45.45076077563188,-54.54923922436813
1981-06-17,0.140066996216774,0.140066996216774,0.13950900733470917,0.13950900733470917,0.10754721611738205,27574400,39.06251043147937,27.27055356501306,-72.72944643498694
1981-06-18,0.13950900733470917,0.140066996216774,0.13895100355148315,0.13895100355148315,0.10711709409952164,23049600,37.5,22.725441075087147,-77.27455892491285
1981-06-19,0.13560299575328827,0.13560299575328827,0.13504500687122345,0.13504500687122345,0.10410594195127487,27507200,33.802820079895625,0.0,-100.0
1981-06-22,0.13057999312877655,0.13057999312877655,0.13002200424671173,0.13002200424671173,0.10023371875286102,10841600,35.81994253485155,0.0,-100.0
1981-06-23,0.1322540044784546,0.1333709955215454,0.1322540044784546,0.1322540044784546,0.10195434838533401,15030400,39.435629644506925,12.902483900643974,-87.09751609935601
1981-06-24,0.13002200424671173,0.13002200424671173,0.1289059966802597,0.1289059966802597,0.09937337785959244,23027200,31.94364136927335,0.0,-100.0
1981-06-25,0.13169600069522858,0.1322540044784546,0.13169600069522858,0.13169600069522858,0.10152420401573181,24259200,38.35522080126423,15.150710869793901,-84.8492891302061
1981-06-26,0.13113799691200256,0.13113799691200256,0.13002200424671173,0.13002200424671173,0.10023371875286102,23788800,41.789932957326805,6.060316715352684,-93.93968328464732
1981-06-29,0.12667399644851685,0.12667399644851685,0.125558003783226,0.125558003783226,0.09679239988327026,10595200,32.85629977656457,0.0,-100.0
1981-06-30,0.11662899702787399,0.11662899702787399,0.11607100069522858,0.11607100069522858,0.08947893232107162,35907200,23.808509562854994,0.0,-100.0
1981-07-01,0.11551299691200256,0.11551299691200256,0.11495500057935715,0.11495500057935715,0.08861859142780304,170464000,11.999435313989096,0.0,-100.0
1981-07-02,0.11495500057935715,0.11551299691200256,0.11495500057935715,0.11495500057935715,0.08861859142780304,30284800,12.499385732413728,0.0,-100.0
1981-07-06,0.11216499656438828,0.11216499656438828,0.11104899644851685,0.11104899644851685,0.08560749143362045,16531200,11.537938795219816,0.0,-100.0
1981-07-07,0.11216499656438828,0.1132809966802597,0.11216499656438828,0.11216499656438828,0.08646776527166367,15836800,14.665974516852543,3.8458891887242506,-96.15411081127576
1981-07-08,0.11662899702787399,0.1171879991889,0.11662899702787399,0.11662899702787399,0.08990906924009323,16620800,24.049541842907473,19.22944594362125,-80.77055405637876
1981-07-09,0.10825899988412857,0.10825899988412857,0.10770100355148315,0.10770100355148315,0.08302649855613708,32883200,20.212000753381474,0.0,-100.0
1981-07-10,0.09988799691200256,0.09988799691200256,0.09933000057935715,0.09933000057935715,0.07657330483198166,55171200,18.626472454300597,0.0,-100.0
1981-07-13,0.1015629991889,0.10212100297212601,0.1015629991889,0.1015629991889,0.07829468697309494,45740800,23.7118746088305,6.559733677981923,-93.44026632201808
1981-07-14,0.10602699965238571,0.10714299976825714,0.10602699965238571,0.10602699965238571,0.08173596113920212,19779200,26.73302534804334,20.340779613418015,-79.65922038658199
1981-07-15,0.10881700366735458,0.109375,0.10881700366735458,0.10881700366735458,0.08388681709766388,10953600,32.00008064351387,28.814852279426155,-71.18514772057384
1981-07-16,0.11160700023174286,0.11272300034761429,0.11160700023174286,0.11160700023174286,0.08603762835264206,15232000,32.00007156445234,38.59721160677289,-61.40278839322711
1981-07-17,0.11551299691200256,0.11607100069522858,0.11551299691200256,0.11551299691200256,0.08904875814914703,19824000,37.49977854309859,59.18299728423244,-40.81700271576755
1981-07-20,0.10825899988412857,0.10825899988412857,0.10770100355148315,0.10770100355148315,0.08302649855613708,23654400,35.45444018621417,46.87537027611125,-53.12462972388875
1981-07-21,0.10770100355148315,0.10770100355148315,0.10714299976825714,0.10714299976825714,0.0825963243842125,31942400,41.48968446601942,43.75069883097052,-56.24930116902947
1981-07-22,0.10212100297212601,0.10212100297212601,0.10100399702787399,0.10100399702787399,0.07786374539136887,22668800,37.86383754500656,9.373930892918235,-90.62606910708176
1981-07-23,0.10379499942064285,0.10435300320386887,0.10379499942064285,0.10379499942064285,0.0800153836607933,34451200,40.74135428284762,25.002795323882076,-74.99720467611792
1981-07-24,0.10714299976825714,0.10770100355148315,0.10714299976825714,0.10714299976825714,0.0825963243842125,28851200,46.72919365022323,43.75069883097052,-56.24930116902947
1981-07-27,0.11160700023174286,0.11216499656438828,0.11160700023174286,0.11160700023174286,0.08603762835264206,17337600,49.55755307407655,68.74790350708844,-31.25209649291156
1981-07-28,0.10825899988412857,0.10825899988412857,0.10770100355148315,0.10770100355148315,0.08302649855613708,22848000,42.857604367447415,50.00300408689332,-49.99699591310667
1981-07-29,0.10658500343561172,0.10658500343561172,0.10602699965238571,0.10602699965238571,0.08173596113920212,15500800,48.484954739674066,40.003578201277385,-59.99642179872262
1981-07-30,0.10993299633264542,0.11104899644851685,0.10993299633264542,0.10993299633264542,0.08474713563919067,9900800,60.43992482074501,59.261944192113866,-40.738055807886134
1981-07-31,0.11160700023174286,0.11216499656438828,0.11160700023174286,0.11160700023174286,0.08603762835264206,10953600,59.99960241417672,70.37234103050103,-29.62765896949896
1981-08-03,0.11160700023174286,0.11160700023174286,0.11049100011587143,0.11049100011587143,0.08517727255821228,12432000,54.761701912571,62.9654262881263,-37.034573711873705
1981-08-04,0.11216499656438828,0.11272300034761429,0.11216499656438828,0.11216499656438828,0.08646776527166367,31673600,53.65836939110001,74.07577367686335,-25.92422632313665
1981-08-05,0.11551299691200256,0.11607100069522858,0.11551299691200256,0.11551299691200256,0.08904875814914703,17494400,54.2166819916518,96.29651790398756,-3.7034820960124297
1981-08-06,0.1132809966802597,0.1132809966802597,0.11272300034761429,0.11272300034761429,0.08689792454242706,10528000,46.913720459147,77.77925577287577,-22.22074422712422
1981-08-07,0.11272300034761429,0.1132809966802597,0.11272300034761429,0.11272300034761429,0.08689792454242706,9206400,56.71605356015873,77.77925577287577,-22.22074422712422
1981-08-10,0.11272300034761429,0.11272300034761429,0.11272300034761429,0.11272300034761429,0.08689792454242706,0,57.5753468525394,77.77925577287577,-22.22074422712422
1981-08-11,0.11049100011587143,0.11049100011587143,0.109375,0.109375,0.08431699126958847,71456000,62.296194685636,45.45454545454545,-54.54545454545454
1981-08-12,0.10770100355148315,0.10770100355148315,0.10714299976825714,0.10714299976825714,0.0825963243842125,26275200,55.00000111269138,11.11111111111111,-88.88888888888889
1981-08-13,0.10435300320386887,0.10435300320386887,0.10379499942064285,0.10379499942064285,0.0800153836607933,27484800,44.99999888730862,0.0,-100.0
1981-08-14,0.10323700308799744,0.10323700308799744,0.10212100297212601,0.10212100297212601,0.07872486114501953,24192000,34.545454986852846,0.0,-100.0
1981-08-17,0.09988799691200256,0.09988799691200256,0.09877199679613113,0.09877199679613113,0.07614310085773468,18905600,35.18400705373354,0.0,-100.0
1981-08-18,0.0976559966802597,0.0976559966802597,0.09653999656438828,0.09653999656438828,0.0744224488735199,17001600,34.54432283731413,0.0,-100.0
1981-08-19,0.09653999656438828,0.09653999656438828,0.09542399644851685,0.09542399644851685,0.07356216013431549,20675200,23.999141211207288,0.0,-100.0
1981-08-20,0.09653999656438828,0.09709800034761429,0.09653999656438828,0.09653999656438828,0.0744224488735199,17113600,22.44814934405838,5.405143053860538,-94.59485694613946
1981-08-21,0.09096000343561172,0.09096000343561172,0.0898440033197403,0.0898440033197403,0.06926055997610092,41910400,18.643497435644434,0.0,-100.0
1981-08-24,0.08482100069522858,0.08482100069522858,0.08426299691200256,0.08426299691200256,0.06495816260576248,23072000,12.120554964063047,0.0,-100.0
1981-08-25,0.08649600297212601,0.08705399930477142,0.08649600297212601,0.08649600297212601,0.06667958945035934,40700800,9.377028100251437,7.695244599754027,-92.30475540024598
1981-08-26,0.08537899702787399,0.08537899702787399,0.08482100069522858,0.08482100069522858,0.06538835912942886,33600000,9.679205242967441,1.9229574322225158,-98.07704256777748
1981-08-27,0.08537899702787399,0.0859379991889,0.08537899702787399,0.08537899702787399,0.06581850349903107,25916800,11.112695779545263,3.9212929766374844,-96.07870702336253
1981-08-28,0.0898440033197403,0.09040199965238571,0.0898440033197403,0.0898440033197403,0.06926055997610092,38035200,21.129156574580705,21.278807861798963,-78.72119213820103
