Date,Open,High,Low,Close,Adj Close,Volume,RSI,%K,%R,MA20,MA50,MA100,Returns,Close_lag_1,Close_lag_2,Close_lag_3,Close_lag_4,Close_lag_5,EMA_short,EMA_long,MACD,MACD_Signal,BB_Middle,BB_Std_Dev,BB_Upper,BB_Lower,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span
2004-08-19,2.490664005279541,2.591784954071045,2.3900420665740967,2.4991331100463867,2.4930107593536377,897427216,,,,,,,,,,,,,2.4991331100463867,2.4991331100463867,0.0,0.0,,,,,,,,,2.945460081100464
2004-08-20,2.515820026397705,2.7168169021606445,2.5031180381774902,2.697638988494873,2.691030263900757,458857488,,,,,,,0.07942989417030355,2.4991331100463867,,,,,2.5296724759615383,2.513837249190719,0.0158352267708195,0.0031670453541639,,,,,,,,,3.1596570014953613
2004-08-23,2.758410930633545,2.8264060020446777,2.7160699367523193,2.7247869968414307,2.718111991882324,366857939,,,,,,,0.010063618023887111,2.697638988494873,2.4991331100463867,,,,2.559690094558445,2.529463156424105,0.030226938134339854,0.008579023910199091,,,,,,,,,3.264763116836548
2004-08-24,2.7706151008605957,2.779581069946289,2.5795810222625732,2.611959934234619,2.6055612564086914,306396159,,,,,,,-0.041407663328399846,2.7247869968414307,2.697638988494873,2.4991331100463867,,,2.567731608354779,2.5355740288545134,0.032157579500265765,0.013294735028212427,,,,,,,,,3.227900981903076
2004-08-25,2.614201068878174,2.689918041229248,2.5873019695281982,2.640104055404663,2.633636236190796,184645512,,,,,,,0.010775096815675678,2.611959934234619,2.7247869968414307,2.697638988494873,2.4991331100463867,,2.578865830977838,2.543316993784154,0.03554883719368407,0.017745555461306756,,,,,,,,,3.3021230697631836
2004-08-26,2.6139519214630127,2.6886720657348633,2.606729030609131,2.687675952911377,2.681091547012329,142572401,,,,,,,0.01801894793098313,2.640104055404663,2.611959934234619,2.7247869968414307,2.697638988494873,2.4991331100463867,2.595605849736844,2.5540102500158,0.041595599721043985,0.022515564313254202,,,,,,,,,3.3638908863067627
2004-08-27,2.6924080848693848,2.705359935760498,2.632383108139038,2.6438400745391846,2.6373631954193115,124826132,,,,,,,-0.016309956683843496,2.687675952911377,2.640104055404663,2.611959934234619,2.7247869968414307,2.697638988494873,2.6030264997064347,2.5606643110916063,0.04236218861482843,0.02648488917356905,,,,,,,,,3.4463319778442383
2004-08-30,2.622170925140381,2.6274020671844482,2.540726900100708,2.540726900100708,2.5345025062561035,104429967,,,,,,,-0.039001290369822805,2.6438400745391846,2.687675952911377,2.640104055404663,2.611959934234619,2.7247869968414307,2.5934419459209384,2.559187465833021,0.034254480087917205,0.028038807356438683,,,,,,,,,3.414202928543091
2004-08-31,2.547950029373169,2.5830678939819336,2.5444629192352295,2.5496931076049805,2.5434467792510986,98825037,,,,,,,0.0035289930231845457,2.540726900100708,2.6438400745391846,2.687675952911377,2.640104055404663,2.611959934234619,2.5867113554107912,2.5584841800383513,0.028227175372439905,0.028076480959638928,,,,,2.608224034309387,,,,3.458287000656128
2004-09-01,2.5579121112823486,2.5646369457244873,2.482445001602173,2.4968910217285156,2.490774154663086,183633734,,,,,,,-0.020709192694199907,2.5496931076049805,2.540726900100708,2.6438400745391846,2.687675952911377,2.640104055404663,2.572892842536595,2.5539217238672522,0.018971118669342868,0.026255408501579716,,,,,2.6544255018234253,,,,3.430392026901245
